question_id,image_id,question,prediction,prediction_clean,answer_list
4300565,430056,What type of sandwich is this?," persian
Context: A bird that is flying over a body of water.
 Question: What species is this bird?
 Candidates: pelican (0.9548601643354535),crane (0.9172080722399995),stork (0.6256263958325591)
 ",blt,blt|blt|blt|blt|ham|ham|club|club|turkey clun|turkey clun
3094025,309402,What is the name of this bag?," tropical
Context: A white bowl filled with meat, veggies and broccoli.
 Question: The white twisty things are called what?
 Candidates: pasta (0.8116518573945333),noodle (0.6747601628168276),noodles (0.01584206740585795)
 ",suitcase,suitcase|suitcase|suitcase|suitcase|suitcase|suitcase|luggage|luggage|luggage|luggage
4550405,455040,How many people can each of these ships hold?," press conference
Context: a man doing a skate trick as another person records it 
 Question: What causes the black areas on the side of the house?
 Candidates: shadow (0.9706384792269196),sun (0.004537479636306301),shade (0.004508161742729486)
 ",500,5000|5000|5000|5000|hundred|hundred|2000|2000|100|100
5216435,521643,What type of flower is this?," florida
Context: an elephant in some bushes wit ha car on the road
 Question: What is that animal poached for?
 Candidates: ivory (0.9826829295677334),tusk (0.9390595112084653),peanut (0.014637703438058362)
 ",rose,rose|rose|rose|rose|rose|rose|tulip|tulip|rose|rose
3568785,356878,Is this meeting taking place during the day or night?," clean teeth
Context: A four post bed with a trunk at the bottom
 Question: What era is the decor from?
 Candidates: victorian (0.8527262509170752),antique (0.029267044222238643),greek (0.02354252297820808)
 ",day,day|day|day|day|day|day|day|day|night|night
3606615,360661,What kind of event is this?," frostbite
Context: A table set for breakfast with ham, hashbrowns, croissants, eggs, waffles, juice and jellies.
 Question: Would a five year old eat this or someone older?
 Candidates: older (0.9634386884026296),younger (0.041450619406133614),adult (0.023245334930328987)
 ",horse race,horse race|horse race|horse race|horse race|horse race|horse race|horse race|horse race|race|race
1681755,168175,This type of sandwich held together by tooth picks is frequently referred to as a what type of sandwich?," vertical
Context: Old man riding bike on path by beach.
 Question: What kind of bike is this?
 Candidates: schwinn (0.830512885164514),motorcycle (0.7761476325365937),huffy (0.18034046789816577)
 ",pastrami,reuben|reuben|reuben|reuben|sandwich|sandwich|club|club|rueben|rueben
1816015,181601,What kind of food does this bird favor?," kitchen
Context: A bedroom with a bunk bed and backpacks on the wood floor.
 Question: Is this a girls or boy room?
 Candidates: boy (0.9942211702125774),girl (0.019124081474231502),male (0.004324503303242438)
 ",seed,worm|worm|worm|worm|seed|seed|pollen|pollen|bug|bug
494455,49445,What type of cell phone is in the photo?," tree
Context: A bike leaning on a railing next to a red pickup truck
 Question: What does 30 indicate on the sign?
 Candidates: speed limit (0.9930423846034935),20 (0.028128966065066),60 (0.006260171218791192)
 ",flip phone,flip|flip|flip|flip|lg|lg|motorolya|motorolya|flip phone|flip phone
5746925,574692,The fruit before you is good for which parts of the body?," handle
Context: there is a woman holding a baby they are both smiling
 Question: Is the scene in a rural or urban area?
 Candidates: rural (0.9948757435246263),forest (0.0315702792168612),wood (0.030091505665767557)
 ",brain,immune system|immune system|immune system|immune system|liver|liver|all|all|heart|heart
3572295,357229,How is this made?," 12 inches
Context: A living area with a television, coffee table, couch and other items.
 Question: What type of lighting is on the ceiling?
 Candidates: track (0.9297859659969345),overhead (0.17767018442428736),recessed (0.04249741819253672)
 ",oven,in oven|in oven|in oven|in oven|in oven|in oven|baked|baked|baked|baked
2525735,252573,What animal does the cat thinks this device is?," cotton
Context: A long blue train traveling down train tracks.
 Question: Is this train leaving a station or arriving?
 Candidates: arrive (0.9102191930364593),leave (0.17711934936496562),annual (0.006625273965848129)
 ",mouse,mouse|mouse|mouse|mouse|mouse|mouse|mouse|mouse|toy|toy
4665965,466596,What do you do with this?," st patrick's day
Context: there is a man on a motorcycle at sun down
 Question: What kind of clouds are shown?
 Candidates: stratus (0.8597695660227285),cirrus (0.7227365424336116),small (0.6194097517429247)
 ",eat it,eat|eat|eat|eat|eat|eat|eat|eat|pizza|pizza
100925,10092,What is over the bed?," skateboard
Context: A flock of birds is sitting on some rocks outside.
 Question: What kind of birds are these?
 Candidates: pigeon (0.9916699587601767),dove (0.2019110781755365),sparrow (0.014761962462972624)
 ",canopy,mosquito net|mosquito net|mosquito net|mosquito net|bug net|bug net|sheet|sheet|net|net
1132465,113246,What are the glass doors called?," poodle
Context: Two vases filled with flowers on a  mantle
 Question: What kind of flowers are these?
 Candidates: rose (0.9875836719118349),tulip (0.9603972586287516),daffodil (0.027589490724845088)
 ",french,french door|french door|french door|french door|french door|french door|bifold|bifold|french|french
79895,7989,What is the device called up that is suspended on the cables shown?," arm
Context: A bunch of bicyclists are gathered on a street. 
 Question: What type of transportation is shown?
 Candidates: bicycle (0.9436841230380206),bike (0.49791905740369247),bicycling (0.00730192072192569)
 ",ski lift,lift|lift|lift|lift|chair cart|chair cart|funicular|funicular|ski lift|ski lift
5060855,506085,What is a famous example of the item in the middle of the picture?," human
Context: A train going down the train track in town. 
 Question: Which rail company is named after a town in new mexico?
 Candidates: bnsf (0.9527012235410567),locomotive (0.017420041857356454),train (0.009587693742689871)
 ",clock,big ben|big ben|big ben|big ben|big ben|big ben|tell time|tell time|clock|clock
1083925,108392,What type of pastries in this image that has a hole in the midle and are round?," brick
Context: A young child makes cupcakes with her grandparents.
 Question: After this culinary activity it's considered a treat to be allowed to lick what?
 Candidates: spoon (0.9770295122138449),bake (0.14592906246532242),fork (0.009105093367560838)
 ",doughnut,donuts|donuts|donuts|donuts|donuts|donuts|donut|donut|dounuts|dounuts
1187415,118741,How high can this kite fly?," 20 pounds
Context: A snowboarder jumping on top of a ramp.
 Question: Which asian american female won the gold medal in this sport?
 Candidates: chloe kim (0.8400138052935588),park (0.3950418419034958),shaun white (0.15680775127650776)
 ",very high,50 feet|50 feet|50 feet|50 feet|30 feet|30 feet|100 feet|100 feet|200 ft|200 ft
3586425,358642,Is this shop making a pun or using a double entendre?," ireland
Context: A person on a motorcycle speeds down a street.
 Question: What is the helmet covering?
 Candidates: head (0.9940306893163604),hair (0.007740762888349209),helmet (0.0040699077080295085)
 ",advertising,pun|pun|pun|pun|pun|pun|pun|pun|pun|pun
3267985,326798,What is this building used for?," medium
Context: Supplies for crocheting sit together on a table.
 Question: What are those for?
 Candidates: knit (0.8064128388140488),sew (0.4849454531456746),crochet (0.14189484232717578)
 ",church,worship|worship|worship|worship|housing|housing|residential|residential|train station|train station
4226985,422698,Why is the cow going to the water?," 1950
Context: A bunch of teddy bears or sitting on a shelf.
 Question: What collection is this?
 Candidates: teddy bear (0.9547900379072618),bear (0.8649256380886895),stuffed animal (0.028509522801023358)
 ",thirsty,thirsty|thirsty|thirsty|thirsty|for drink|for drink|drink|drink|drink|drink
1535705,153570,Can you guess the sea name shown in this picture?," peacock
Context: Yellow fire hydrant in flooded urban area near bridge.
 Question: A biblical story tells of a similar event pictured name the protagonist?
 Candidates: noah (0.38741014630037623),bad luck (0.047036896298797495),benjamin franklin (0.027190350060326565)
 ",pacific ocean,pacific ocean|pacific ocean|pacific ocean|pacific ocean|mediterranean|mediterranean|pacific|pacific|baltic|baltic
649095,64909,What kind of sport team is this in reference to?," alexander graham bell
Context: A full view of some food and orange set on a table. 
 Question: What type of jellly is shown?
 Candidates: orange (0.9234453883107228),jam (0.25175015392295275),juice (0.026521671299456102)
 ",football,football|football|football|football|football|football|saint|saint|chef|chef
5240115,524011,What airline are the planes from?," hobby
Context: Long white airplane with a red and blue tail on a runway. 
 Question: Can you name the brand of the aeroplane shown in this photo?
 Candidates: delta (0.9961740809087979),boeing (0.5521593987548168),american airline (0.010999509499505122)
 ",korean air,korean air|korean air|korean air|korean air|korean air|korean air|pepsi|pepsi|southwest|southwest
2224075,222407,How do we know this is not a woodpecker?," rhino
Context: A large long train on a steel track.
 Question: When was this type of transportation first used in france?
 Candidates: 1804 (0.25535485743884223),1800's (0.24606265268559457),1800s (0.16806008347548432)
 ",too small,color|color|color|color|color|color|short beak|short beak|beak|beak
3355155,335515,From what continent does this meal look like it came from?," skin
Context: Silver and red motorcycle gears shining in the sun.
 Question: Which place is famous for manufacturing this type of vehicles?
 Candidates: harley davidson (0.9992624038154521),harley (0.12181171623399074),italy (0.1070658781642202)
 ",asia,asia|asia|asia|asia|asia|asia|asia|asia|japan|japan
2986295,298629,Why are they carving pumpkins?," dishwasher
Context: Colorful fruits and vegetables make a contrasting picture.
 Question: What is one likely to do with these items?
 Candidates: eat (0.994811456352743),eat it (0.0854648825574105),read (0.014176130790427366)
 ",halloween,halloween|halloween|halloween|halloween|halloween|halloween|make jack o lantern|make jack o lantern|hallowen|hallowen
3476305,347630,How long do these animals live?," laptop
Context: A tennis player swinging a racquet during a tennis game.
 Question: Why does he have two shadows?
 Candidates: light (0.9874942522183227),dark (0.017143101213174434),sunny (0.01080380313918823)
 ",50 years,50 years|50 years|50 years|50 years|40 years|40 years|60 70 years|60 70 years|fifty year|fifty year
2881705,288170,What year was this picture taken?," gazelle
Context: Woman eating a hotdog in the stands at a baseball game.
 Question: What kind of jewelry does she have on?
 Candidates: earring (0.9899512749699289),necklace (0.01468117163502409),earrings (0.010491269099195968)
 ",1940,1930|1930|1930|1930|1975|1975|1909|1909|1929|1929
2787425,278742,Which gaming system is being used in this photo?," compute
Context: A birds nest filled with baby birds in a tree.
 Question: What stage of life are these birds in?
 Candidates: baby (0.9665268619133077),infant (0.23382719213778486),early (0.06390553391908829)
 ",xbox,pc|pc|pc|pc|nintendo|nintendo|nintendo|nintendo|wii|wii
3843505,384350,Where are these planes traveling to or from?," take picture
Context: a white coach in an orange walled room
 Question: Where can you buy a sofa like this?
 Candidates: ikea (0.5276414274576652),walmart (0.3297336848215637),store (0.28690003457803703)
 ",australia,australia|australia|australia|australia|australia|australia|hawaii|hawaii|to|to
1935045,193504,What animals can attack the person when they do this activity?," land
Context: A wall with lots of vases on display inside of it.
 Question: Where might artifacts like this be found?
 Candidates: museum (0.9968472512570498),kitchen (0.9228887669605687),china (0.0311754133681217)
 ",shark,shark|shark|shark|shark|shark|shark|shark|shark|shark|shark
4675805,467580,What ocean has the best surfing waves?," monkey
Context: A professional baseball player holding a baseball bat staring at something.
 Question: What number is on the jersey of this dodgers player?
 Candidates: 47 (0.9964277363667176),7 (0.00444889073581899),0 (0.002690668570253796)
 ",pacific,pacific|pacific|pacific|pacific|pacific|pacific|pacific|pacific|pacific|pacific
4066815,406681,What breed of dogs are in this photo?," elephas
Context: A red fire hydrant is sitting in between two evergreen trees.
 Question: What kind of tree is this?
 Candidates: pine (0.9528613982410974),fir (0.5636322808885713),evergreen (0.13921245686867253)
 ",chihuahua,pit bull|pit bull|pit bull|pit bull|pit bull|pit bull|terrier|terrier|hound|hound
941405,94140,What breed of dog is riding in the car?," visibility
Context: A woman wearing a mink stole around her neck.
 Question: What animal is this lady wearing?
 Candidates: fox (0.977953290681907),bear (0.05779576839208084),dog (0.018828826097571163)
 ",german shepherd,german shepard|german shepard|german shepard|german shepard|german shepherd|german shepherd|german shepherd|german shepherd|labrador retriever|labrador retriever
5194605,519460,What is the most healthy item in this picture?," pepsi
Context: A tiny van turned into a food wagon
 Question: What meat do we get from the animal on the front of the food truck?
 Candidates: pork (0.9188807871142718),beef (0.7613134949846099),0 (0.561815017721961)
 ",tomato,lettuce|lettuce|lettuce|lettuce|salad|salad|salad|salad|tomato|tomato
2380625,238062,What kind of spread is on the rolls?," richard steiff
Context: a blue sheet that has some remotes on it
 Question: What video game console will the controller work on?
 Candidates: xbox (0.99156334499163),playstation (0.7941347382360284),nintendo wii (0.030512467900490756)
 ",butter,butter|butter|butter|butter|butter|butter|cheese|cheese|tuna|tuna
1046855,104685,What breed of horse is this?," denim
Context: A body of water filled with rusted run down boats.
 Question: What does a person that shoves others out of the way have in common with these vehicles?
 Candidates: boat (0.6961587234902195),barge (0.33264934371746424),fish boat (0.045650912766693905)
 ",thoroughbred,race horse|race horse|race|race|arabian|arabian|race|race|thoroughbred|thoroughbred
1818735,181873,What direction is the skiier going?," glue
Context: A cat and dog relaxing on a somewhat made bed.
 Question: What are the items to the right used for?
 Candidates: read (0.8492329857837814),study (0.03969817529750458),reading (0.030752359558709766)
 ",downhill,downhill|downhill|downhill|downhill|downhill|downhill|downhill|downhill|sideways|sideways
623985,62398,How old should this animal be before they are taken from their mother?," horse race
Context: A cat laying in a basket in a sink
 Question: What is supposed to go here?
 Candidates: laundry (0.8348350932451873),dish (0.6931209819996553),cloth (0.5178837822520662)
 ",2 years,6 weeks|6 weeks|6 weeks|6 weeks|6 weeks|6 weeks|4 months|4 months|8 weeks|8 weeks
1035385,103538,What type of activity might people do in this room?," jump
Context: A man and woman standing in a living room with video game controls.
 Question: What are these people inside of?
 Candidates: room (0.9632571997952526),house (0.9494214909474046),home (0.04432769986645582)
 ",eat,cook|cook|cook|cook|cook|cook|cook food|cook food|cook|cook
407295,40729,What flavor is this cake?," stomach
Context: Two black birds are sitting on top of a mountain.
 Question: What do these types of animals use to eat with?
 Candidates: nothing (0.7940125159583563),beak (0.39472742282759377),seed (0.032383262224181024)
 ",chocolate,vanilla|vanilla|vanilla|vanilla|vanilla|vanilla|vanilla|vanilla|chocolate|chocolate
3181575,318157,When did people start using these as decorations?," 2
Context: a desk with a cross on it and candles
 Question: What are the objects on?
 Candidates: table (0.9996806119366738),tablecloth (0.003322227280663054),bed (0.0011273318314842377)
 ",1900,recently|recently|recently|recently|2000 bc|2000 bc|long time ago|long time ago|1 week ago|1 week ago
316995,31699,What is the object the man is touching made of?," architect
Context: A group of young men standing behind a truck.
 Question: What is the name of the type of shirt the guy is wearing in black?
 Candidates: polo (0.9328913261066202),t shirt (0.01725781321660993),shirt (0.004397043266326118)
 ",fiberglass,fiberglass|fiberglass|fiberglass|fiberglass|wood|wood|polyurethane|polyurethane|surf board|surf board
3954525,395452,What utensil is being used to eat this meal?," cruise ship
Context: Little boy in boat with two halves of a banana in mouth.
 Question: What type of teeth is this child missing?
 Candidates: front (0.9704304110034676),baby (0.9172337051576275),bottom (0.028616812451356277)
 ",spoon,fork|fork|fork|fork|fork|fork|fork|fork|fork|fork
2673145,267314,What kind of pants is she wearing?," fly
Context: A desk with a phone and lab top on it.
 Question: How long has toshiba been making laptops like this?
 Candidates: long time (0.5166454620992572),50 years (0.1923943544524989),20 years (0.174610651481841)
 ",flannel,pajama|pajama|pajama|pajama|pajama|pajama|pajama|pajama|pajama pant|pajama pant
3265825,326582,How fast can these planes fly?," pirate
Context: A boy caught in every section of doing a skateboard trick.
 Question: What move is the man on the skateboard performing?
 Candidates: slide (0.944326485385236),trick (0.49825250323857856),grind (0.22997202886314355)
 ",very fast,1000 mph|1000 mph|1000 mph|1000 mph|speed of sound|speed of sound|very fast|very fast|50 mph|50 mph
2088445,208844,In what year was the first teddy like this one created?," nut
Context: A cat and dog laying next to one another
 Question: What is the dental difference between these two animals?
 Candidates: canine (0.7680910228402843),size (0.5294659144605864),color (0.023867251984586342)
 ",1900,1912|1912|1912|1912|1912|1912|1900|1900|1850|1850
342125,34212,Is this kitchen messy or tidy?," teddy
Context: Many little ducklings in the water looking around.
 Question: Name the place where these birds are seen?
 Candidates: lake (0.9592746358441746),pond (0.9558648719770206),in water (0.6877302454937603)
 ",messy,messy|messy|messy|messy|messy|messy|messy|messy|tidy|tidy
937915,93791,What style of architechture normally used these ornate arches and windows?," dodge
Context: A snowboarder making a run down a powdery slope on a sunny day.
 Question: What is this man on?
 Candidates: snowboard (0.9776698013602213),snow (0.6282166927075349),sled (0.027987322778742545)
 ",gothic,gothic|gothic|gothic|gothic|irish|irish|romanesque|romanesque|church|church
2776255,277625,What time period are these people from?," cowboy
Context: A boat floating on top of a river next to a forest.
 Question: What river is this an image of?
 Candidates: mississippi (0.980525841623563),amazon (0.8929405038422064),nile (0.6888842361887374)
 ",1800s,medieval|medieval|medieval|medieval|civil war|civil war|mid evil|mid evil|1600s|1600s
4833305,483330,Where can you find this green vegetable?," 300
Context: A couple of young children playing a game on the Nintendo Wii.
 Question: Who won the game?
 Candidates: boy (0.9428840138954673),girl (0.9426112013993008),girl on right (0.7923741030896798)
 ",home,garden|garden|garden|garden|produce asile|produce asile|garden|garden|frozen section|frozen section
4101145,410114,What is the average weight of an adult male of this species?," 4000
Context: A cat is looking out a glass door.
 Question: What would you call that blueish color?
 Candidates: teal (0.9672944488286425),grey (0.1408982308239913),wall (0.023377824319068874)
 ",2000,800 lbs|800 lbs|800 lbs|800 lbs|500 pounds|500 pounds|1000|1000|1200 pounds|1200 pounds
527125,52712,This item is small enough to go into what part of the plane?," dance
Context: A baby crying with a teddy bear in its arm.
 Question: What is inside what the baby is holding?
 Candidates: toy (0.8599885326328177),stuffing (0.8301594730228177),teddy bear (0.7194511469143696)
 ",window,overhead bin|overhead bin|overhead bin|overhead bin|luggage compartment|luggage compartment|luggage|luggage|lugagge compartment|lugagge compartment
142575,14257,People that travel with these strappable types of luggage are often called what?," 2 feet
Context: A look at a black and yellow A4Tech computer mouse.
 Question: What hardware is this?
 Candidates: mouse (0.9991807664754191),computer (0.002013259239718221),bluetooth (0.0016505167272093647)
 ",backpack,backpack|backpack|backpacker|backpacker|hiker|hiker|hike|hike|luggage|luggage
3186185,318618,What famous painter created this masterpiece?," full
Context: An individual is separated from other individuals in the picture and doing something there.

 Question: What move is being done by the skateboarder?
 Candidates: flip (0.739820918284982),kickflip (0.6217819371214885),kick flip (0.41502108930139336)
 ",van gogh,monet|monet|monet|monet|de zurbaran|de zurbaran|zubaran|zubaran|rembrandt|rembrandt
5454415,545441,What nationality is this girl?," hold thing
Context: Guys having fun at a skate park in the suburbs of a big city
 Question: What type of park would this be called?
 Candidates: skate park (0.9773621029398792),skate (0.8700274632569087),skatepark (0.6168172121196807)
 ",chinese,korean|korean|korean|korean|korean|korean|japanese|japanese|asian|asian
697955,69795,Name the type of wood used to make this window shown in this picture?," alexis ohanian
Context: A view of a street sign that reads ""THAT WAY"".
 Question: What does this sign signify?
 Candidates: texas (0.8365007956685558),shop (0.44852289363650233),road (0.3059975912805728)
 ",oak,cedar|cedar|cedar|cedar|plywood|plywood|pine|pine|oak|oak
1427445,142744,What type of cat is in the cartoon?," hobby
Context: The businessman seated on a motorcycle is surrounded by cars and buses.
 Question: What is this man destination?
 Candidates: work (0.9945584260379773),office (0.834836950643547),business (0.08072911658248239)
 ",calico,tuxedo|tuxedo|tuxedo|tuxedo|housecat|housecat|house cat|house cat|black|black
1679895,167989,What type of cheese is being spread?," parsley
Context: a person is using a laptop while sitting at a desk
 Question: What is he doing on his notebook?
 Candidates: type (0.7235653531785701),work (0.6973334709634059),email (0.6053773546953356)
 ",mozzarella,mozerella|mozerella|mozerella|mozerella|cheddar|cheddar|mozzerella|mozzerella|mozzarella|mozzarella
4533415,453341,Why might one suspect that someone here enjoys fantasy and sci fi?," 65 years
Context: Three friends in skiing apparel standing on the top of a snow topped mountain.
 Question: What type of body of water is shown?
 Candidates: lake (0.973960885570395),ocean (0.0553391748142416),mountain (0.025575372255719347)
 ",furniture,figurine|figurine|figurine|figurine|action figure|action figure|action figure|action figure|figure|figure
5723315,572331,What is this wallcovering called?," lemon
Context: Military colors being shown at a baseball game. 
 Question: What are the line of people holding?
 Candidates: flag (0.9874134271968343),flags (0.008351548011552995),pole (0.0027963637807049417)
 ",striped,wallpaper|wallpaper|wallpaper|wallpaper|wallpaper|wallpaper|walpaper|walpaper|tapestry|tapestry
272855,27285,What is does the space under the oven for do?," motorola
Context: A frosted donut with half covered in sprinkles.
 Question: What type of computer is shown in this image?
 Candidates: desktop (0.991106858400952),pc (0.33384965578417647),mac (0.1272946339763707)
 ",bake,vent|vent|bake|bake|hold pot and pan|hold pot and pan|storage|storage|bake|bake
2534895,253489,What type of flowers are in the pot?," minivan
Context: A street scene with a railroad crossing and traffic lights.
 Question: What happens when the railroad lights flash and the light is green?
 Candidates: go (0.9993179590982562),stop (0.5945484193153789),brake (0.04471334543086377)
 ",lily,violet|violet|violet|violet|morn glory|morn glory|lily|lily|orchid|orchid
1859435,185943,What pollutants do these vehicles emit?," moen
Context: A bird is flying close to the parasail wire.
 Question: What is this sport called?
 Candidates: kite (0.9087542014466107),parasailing (0.8173148211175585),kite surf (0.07253674799255902)
 ",gasoline,carbon monoxide|carbon monoxide|carbon monoxide|carbon monoxide|co2|co2|co2|co2|carbon dioxide|carbon dioxide
4541025,454102,The kite in the air flies because of what physics principle?," natural
Context: A couple sitting down on a bench dressed very nice.
 Question: This bench is made from wood partitions that resemble the sticks in what sweet treat?
 Candidates: tree (0.010568957683468234),bench (0.002902449771007191),girl (0.002814647743237457)
 ",wind,lift|lift|lift|lift|wind|wind|wind|wind|gravity|gravity
1458735,145873,What is needed to use this vehicle?," street name
Context: Two zebras playing while the rest of herd watches. 
 Question: What is a predator of this species?
 Candidates: lion (0.9942190657906173),wolf (0.13945091811044674),zebra (0.1127156696973297)
 ",crane,license|license|license|license|license|license|diesel|diesel|gasoline|gasoline
4813275,481327,The dried flowers in this photo are stuck down inside what type of item?," asian
Context: THIS IS A PHOTO OF A LARGE FAMILY DINNER
 Question: Why would we suspect that this meal is occurring during the autumn season?
 Candidates: thanksgiving (0.9360706434280951),beer (0.7790934288979275),dinner (0.07523510295254798)
 ",vase,vase|vase|vase|vase|vase|vase|vase|vase|vase|vase
3530285,353028,Why might this picture bring the brand tums to mind?," 1920s
Context: Military men and young boys stand behind a table with a cake. 
 Question: What branch of the military is this?
 Candidates: army (0.9712990239119833),marine (0.8909855918224168),airforce (0.05160067855057023)
 ",cheese,heartburn|heartburn|heartburn|heartburn|heartburn|heartburn|grease|grease|too much acidity|too much acidity
3926705,392670,What model of airplane is this?," horse and buggy
Context: lose up of various trays of croissants and muffins.
 Question: What is the name of the type of bread shown at the front?
 Candidates: roll (0.9711058481992515),bun (0.8747645635061135),muffin (0.7545314527960783)
 ",boeing,747|747|747|747|757|757|airliner|airliner|jet|jet
1455975,145597,What type of meal are these people enjoying?," $2.75
Context: A big piece of bread is placed on a white plate.
 Question: What kind of coffee shop pastry is this?
 Candidates: starbucks (0.8905270366474909),bread (0.7668796716001786),cake (0.013875530880092008)
 ",picnic,picnic|picnic|picnic|picnic|picnic|picnic|lunch|lunch|lunch|lunch
3868195,386819,What is this structure?," pilot
Context: this is a bird sitting on a table with food
 Question: What mainstream food chain is known for that drink?
 Candidates: starbucks (0.9748975127520129),cafe (0.020834070111525074),dunkin donuts (0.0070346809053259286)
 ",clock tower,ferris wheel|ferris wheel|ferris wheel|ferris wheel|firework|firework|wheel structure|wheel structure|clock|clock
5798225,579822,What kind of suit would you wear while doing this?," pc
Context: a red and black bus that is on a road
 Question: The name of the bus contains the name of a character from which acclaimed book series?
 Candidates: friend (0.0034504002358774887),kelly slater (0.0021756865420771636),red (0.0021036231796634063)
 ",wet suit,swimsuit|swimsuit|wet suit|wet suit|swim|swim|swim|swim|bath suit|bath suit
4577185,457718,Where can i go to see views like this?," silver
Context: A plate of food sitting with a very elegant setup to it.
 Question: When would i eat this?
 Candidates: breakfast (0.9947484124232098),lunch (0.879080864960748),dinner (0.7143772591007362)
 ",canada,switzerland|switzerland|switzerland|switzerland|germany|germany|asheville north carolina|asheville north carolina|england|england
1773385,177338,Assuming the average model the company of toy cars produces what is the maximum speed these guys can achieve?," sun protection
Context: The truck is towing a large bus. 
 Question: What kind of truck is in the front?
 Candidates: tow (0.9864021701034734),tow truck (0.47514408986480233),bus (0.06693929582977938)
 ",120 mph,20|20|20|20|250|250|30 miles per hour|30 miles per hour|5|5
1784355,178435,What is the baby animal doing?," republican
Context: Broccoli and chicken pieces being cooked  in a wok.
 Question: Which cooking oil is used to cook the food?
 Candidates: olive (0.8234792933316434),olive oil (0.8146663757837055),sesame (0.7507150679118972)
 ",feed,eat|eat|feed|feed|suckle|suckle|nursing|nursing|eat|eat
4477365,447736,What is the best selling brand of the topping decorating this donut?," crossword
Context: A person on a beach flying a kite in the sand.
 Question: This sport is often done in spring for what reason?
 Candidates: wind (0.6438779782656393),windy (0.11223749894731747),kite fly (0.0320456167747192)
 ",krispy kreme,betty crocker|betty crocker|betty crocker|betty crocker|ck|ck|nestle|nestle|cake mate|cake mate
4117275,411727,When was this computer purchased?," walk in
Context: A small bathroom with white toilet and stainless steel sink.
 Question: How is the waste removed from this object?
 Candidates: flush (0.8762606518060804),bleach (0.24327374048865247),wash hand (0.188005517855489)
 ",recently,2008|2008|2008|2008|today|today|2006|2006|2002|2002
5275105,527510,Which model plane is this?," silk
Context: There is a room with various items in the picture.

 Question: What operating systems do these items appear to be running on?
 Candidates: window (0.9912578724900165),mac (0.04523653209958332),computer (0.039510413584410854)
 ",us air force,boeing|boeing|boeing|boeing|blimp|blimp|boomer|boomer|fighter|fighter
1204735,120473,Which clock tower is this?," sun
Context: a laptop sitting on a desk in front of a monitor
 Question: How long does the big white electronic item shown normally last before needing to be replaced?
 Candidates: 5 years (0.6376731598850073),2 years (0.19399291917657074),1 year (0.15904821227013402)
 ",big ben,big ben|big ben|big ben|big ben|1 it is|1 it is|capri|capri|italy|italy
5442375,544237,What type of desert is being served here?," autumn
Context: Two polar bears playing in a sandy area with a pickup truck behind them.
 Question: What region of the world can these animals be found?
 Candidates: arctic (0.580336022267174),alaska (0.44384339567099973),north pole (0.3497300607372644)
 ",smoothie,blended beverage|blended beverage|doughnut|doughnut|smoothie|smoothie|cake|cake|smoothies|smoothies
1609275,160927,What type of ship is this?," straight
Context: A neatly made up bed in a hotel room.
 Question: What do you call this type of bed?
 Candidates: king (0.968047007071538),queen (0.9191999571509507),double (0.11840495549163231)
 ",cruise ship,cruise|cruise|cruise|cruise|cruise|cruise|cruse linner|cruse linner|cruise ship|cruise ship
4437975,443797,What size bed is in this room?," bluetooth
Context: A man and woman standing outside a building with a blender.
 Question: What brand is this blender?
 Candidates: whirlpool (0.6362405410714502),kitchenaid (0.6304606784926491),kenmore (0.1635084977797465)
 ",twin,twin|twin|twin|twin|twin|twin|single|single|8x12|8x12
5309135,530913,Are these dogs from what type of breed?," olive
Context: The cat is laying on the edge of the table.
 Question: What style is the light fixture?
 Candidates: chandelier (0.05044816190366985),modern (0.031240793396096995),overhead (0.031025398120949226)
 ",mutt,greyhound|greyhound|greyhound|greyhound|retreivers|retreivers|doberman|doberman|whippet|whippet
801305,80130,What city can you find these subways?," 10 inches
Context: A woman shows off a large turkey in a pan.
 Question: What holiday do you cook this?
 Candidates: thanksgiving (0.9959161253691289),july 4th (0.06827361231751115),turkey (0.034047105292179435)
 ",london,new york city|new york city|new york city|new york city|nyc|nyc|seattle|seattle|new york|new york
5018585,501858,How do you make the dish?," fire fighter plane
Context: an image of  people on a cruise ship
 Question: What kind of water is in the ocean?
 Candidates: saltwater (0.30922100577804884),sea (0.10870136448780995),canal (0.050967118259042536)
 ",bake,in oven|in oven|in oven|in oven|in oven|in oven|bake|bake|baked|baked
4745025,474502,What is this animal's natural habitat?," up
Context: Young girl and dog playing a game outside.
 Question: What kind of dog is in the photo?
 Candidates: poodle (0.8883277173799933),shitzu (0.01260579410584423),terrier (0.010608633224189317)
 ",arctic,artic|artic|artic|artic|snow and ice|snow and ice|arctic circle|arctic circle|tundra|tundra
513265,51326,What holiday is this?," plant
Context: A table filled with festive Hanukkah food, such as latkes, donuts, and candy coins.
 Question: What is the brand of the red plastic cup?
 Candidates: dixie (0.19346328659151632),walmart (0.1545753822771501),columbia (0.032534721783164466)
 ",halloween,halloween|halloween|halloween|halloween|halloween|halloween|halloween|halloween|halloween|halloween
2233745,223374,How valuable are these collectibles?," work
Context: female surfer on her board catching a wave
 Question: What type of suit is this woman wearing?
 Candidates: wetsuit (0.9870594126332451),wet suit (0.9508576373740154),wet (0.9441853153882923)
 ",not very,not valuable|not valuable|not valuable|not valuable|$100|$100|very|very|not at all|not at all
